theta1_init,theta2_init,theta1,theta2,x1,x2,y1,y2
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0
0.0,1.5707963267948966,0.06621653004724222,-0.7251240549866275,0.06616815150320973,-0.5970601411429767,-0.9978084864976086,-1.7462256374459446
0.0,3.141592653589793,-0.6296496711260964,-1.3432414301468523,-0.5888616464280277,-1.5630825589393136,-0.8082338531428094,-1.0338299825991408
0.0,4.71238898038469,-0.06622900040154253,7.008314524475764,-0.066180594523415,0.5970515616749396,-0.9978076612797314,-1.7462213884283462
0.0,6.283185307179586,4.3019659048004094e-15,6.28318530717958,4.3019659048004094e-15,-2.1602123929299375e-15,-1.0,-2.0
1.5707963267948966,0.0,-0.7213038952660791,0.27710070010432475,-0.6603643871009497,-0.3867962840788393,-0.7509453217437253,-1.7127979575507308
1.5707963267948966,1.5707963267948966,0.21221832600322127,-47.43783573810266,0.210628976564498,0.5194430739734373,-0.9775660766574258,-0.026443659067816982
1.5707963267948966,3.141592653589793,0.7015649221875375,-59.83931920812621,0.6454138164195758,0.7939212415335009,-0.7638331006016419,0.22507819202577672
1.5707963267948966,4.71238898038469,1.7377113677041482,38.171711824296054,0.9861019968195716,1.4413048096586787,0.1661410601520698,-0.7242467200781875
1.5707963267948966,6.283185307179586,-0.7213931290592056,6.560482971930817,-0.6604313941712188,-0.38667384549209327,-0.7508863919349319,-1.712685125839898
3.141592653589793,0.0,2.026264399148143,-17.653505432235743,0.8980552296259077,1.828655914227132,0.4398827168025113,0.0738466996952698
3.141592653589793,1.5707963267948966,21.02560442330726,36.36674831840628,0.8223586439199663,-0.1493506649750903,0.5689694726170413,0.33278941628990016
3.141592653589793,3.141592653589793,-8.061362731301923,49.71615726106557,-0.9785734963043722,-1.5006853196320926,0.205897820121139,-0.6469792190476988
3.141592653589793,4.71238898038469,-11.10660648872856,-0.21871343288400352,0.9938422551870116,0.7768683699394643,-0.11080420481549855,-1.0869816134460117
3.141592653589793,6.283185307179586,0.4978942195904259,-4.875602229730501,0.4775764808427462,1.4642867394338084,-0.878590180314951,-1.041079766415596
4.71238898038469,0.0,7.004483375085125,-0.2770802135671241,0.6603600110606015,0.3868116131257028,-0.7509491699123465,-1.7128074099806272
4.71238898038469,1.5707963267948966,5.395642886639737,-15.745453003072289,-0.7755225723777146,-0.7380416184842613,-0.6313198394891867,0.3679775026944283
4.71238898038469,3.141592653589793,4.564033498774966,13.19317270935115,-0.9890154945462429,-0.40245773988545563,0.1478118789118466,-0.6620955234788808
4.71238898038469,4.71238898038469,7.208364279640868,5.881097179494426,0.7987284622261548,0.4073876773395438,-0.6016916516205306,-1.5219374829527519
4.71238898038469,6.283185307179586,7.00455516372852,6.005920890899457,0.6604139189811031,0.38668834879069525,-0.7509017616279915,-1.7127095970212867
6.283185307179586,0.0,6.2831853071795765,2.1341422028005534e-14,-1.0014891976530848e-14,1.1326530051474686e-14,-1.0,-2.0
6.283185307179586,1.5707963267948966,6.349410972597442,-0.725126350369032,0.06617726685077419,-0.5970527436972245,-0.9978078819853857,-1.7462235105691972
6.283185307179586,3.141592653589793,6.283185307179526,3.141592653589582,-6.064106189943799e-14,1.504237774592565e-13,-1.0,0.0
6.283185307179586,4.71238898038469,6.216953589025628,7.008315709032094,-0.06618330631735311,0.5970497364187544,-0.9978074814135758,-1.7462204229258165
6.283185307179586,6.283185307179586,6.283185307179585,6.283185307179587,-1.133107779529596e-15,-4.898587196589413e-16,-1.0,-2.0
